Author	Text	Location	Datetime
ciabaudo	RT @Helen121: Panama Papers: Italian papers reporting Putin, but also Cameron. Why not the Guardian? https://t.co/lUN7VP1aAG  https://t.co/…	a Janner in Brittan's works	04:29:49 04/04/2016
navasricardo	RT @gabimichetti: Cosechemos juntos los frutos del esfuerzo emprendedor que sé que todos tenemos. Gracias Panamá https://t.co/s4euQPEDjH	CABA - Argentina	04:30:59 04/04/2016
AMuyshondt	RT @ultimahsv: #ÚltimaHora | Conozca los rostros de los primeros salvadoreños que aparecen mencionados en #PanamaPapers https://t.co/rvqnre…	San Salvador, El Salvador	04:30:59 04/04/2016
Laluisa3	Miguelito Del Sel anda de embajador en Panamá..... #Leeeeennnndooooo	Recoleta/CABA 	04:30:56 04/04/2016
N0ki4N	RT @NinjaEconomics: How big is #PanamaLeaks? 2.6 terabytes, 11.5 million documents  @SZ https://t.co/gPKlq4QfYR https://t.co/ojCW68m0Je	India	04:21:09 04/04/2016
MitchelHitcher	RT @PunnedIt55: No money for education, health, infrastructure?  Now we know why. #panamapapers	Portland, OR	04:23:43 04/04/2016
catalinazapater	@Ducto_Lanata como se te escapó #panamapapers?	argentina	04:23:45 04/04/2016
alesandez6484	Y vendió la empresa en Panamá por dos mangos jajajja https://t.co/qqtN2iDpWw	None	04:25:31 04/04/2016
ChemicalCircus	The Panama Toilet Paper. Give us something that actually changes anything this is all hype. Fuck you.	Ghost Town  	04:28:03 04/04/2016
ariff_syamin	RT @pdacosta: #PanamaPapers https://t.co/Jks00n2H1Q	None	04:29:00 04/04/2016
wafl1234	LOT--LAKE--OWNER FINANCE--39,500 (PANAMA CITY) https://t.co/eBfgj3abHd	Florida, USA	04:30:45 04/04/2016
adrianalozanos	RT @revistaproceso: ¿Cómo operó el dueño de #CasaBlanca de @EPN empresas en paraísos fiscales?  #PanamaPapers https://t.co/SYv51nXCTu	pachuca hgo	04:30:46 04/04/2016
Sangricov	Con los #panamapapers me acordé mucho de la segunda temporada de  The Blacklist, The fulcrum y todo eso.	In the wild wild west.	04:20:47 04/04/2016
maisabe09	RT @AldoPignanelli1: #panamapapers Ya q todo sale a la luz ¿por q no nos dan el listado de los que compraron dólar futuro con lo q el BCRA…	Belgrano-BUE- RA	04:21:43 04/04/2016
TheJackBean	RT @HelpSnowden: What Do The Panama Papers Say? The Massive Leak Is Making World Leaders Nervous  https://t.co/ZgmUOyaaIW	UK	04:22:38 04/04/2016
musamutlu03	RT @makiFB100: Türkiyeden 101 şirket ismi geçiyor dyorlar ama bzi gezizekalılar RTE demeye dvm ediyorlar. Sizin beyniniz izne mi çıktı arka…	None	04:24:21 04/04/2016
ItsMrCrane	I wonder how many clinton supporters would admit right now that they're kind of worried about the next day of panama papers releases	trapped in a horrible machine	04:28:40 04/04/2016
hernanien3	RT @JorgelinaAraoz3: #panamapapers la Presidencia quiere tapar la mugre de @mauriciomacri aduciendo q fue "ocasionalmente como director" ht…	None	04:21:51 04/04/2016
SRBonnain	RT @BBCBreaking: #PanamaPapers reveal how Iceland's PM hid a secret offshore company https://t.co/kB0TZA0d4C https://t.co/Z26hKf9KkB	Somewhere Lost In Space	04:23:21 04/04/2016
karenkits	RT @CraigMurrayOrg: Corporate Media Gatekeepers Protect Western 1% From Panama Leak - Whoever leaked the Mossack Fonseca papers appears htt…	Auld Reekie	04:23:24 04/04/2016
AlejoCons	@velascoluisf senador #panamapapers Ingrese a la página del ICIJ https://t.co/wGl9piFwuN busque en Colombia.	Bogota / New York / Baires	04:24:47 04/04/2016
juanjordan2013	RT @revistaproceso: Ejecutivo de Televisa, el dueño de TV Azteca, narcos y empresarios, adictos a las empresas fantasmas #PanamaPapers http…	None	04:24:49 04/04/2016
arturogaram	@Amsalazar @romero_hicks #panamapapers	coahuila	04:27:42 04/04/2016
luiz_ell	RT @RT_com: Panama Papers: 'Biggest leak in history' on corruption https://t.co/jpM8MJdG8z https://t.co/fCNQF2dPN9	None	04:30:36 04/04/2016
sergioch10	@ZarateCamilaM las estrellas en tu cara y tú sonrisa lo más lindo que vi en el concierto de @dracorosa # Panamá	panama	04:26:11 04/04/2016
Jaringan_BISNIS	Punya akun instagram? ayoo perbanyak followers &amp; likes kamu di instaindo[dot]com   GRATISS !! ^.^  ~ [#panamapapers] ~ 0	Indonesia	04:24:08 04/04/2016
LadyLynchmere	RT @stacyherbert: World leaders actually named in the #PanamaPapers but Putin, who is NOT named, is used by all media covering story? https…	A Pensioner without a Pension	04:28:31 04/04/2016
MasalaOmellete	RT @thegadgeteur: #PanamaPapers is but another example of how utterly useless mainstream news entities are.	Bangalore	04:30:03 04/04/2016
LiliaLGR	RT @AristeguiOnline: #PanamaPapers Constructor de La Casa Blanca de @EPN ocultó una fortuna en paraísos fiscales https://t.co/xSNNtybWwC ht…	None	04:24:19 04/04/2016
amirshahzadsyed	RT @thefailedgen: Hamid Mir who only 2 days prior blamed the Pakistan Army for what turned out to be a tech glitch has nothing to say on th…	Abbottabad, Pakistan	04:25:41 04/04/2016
miloibez	RT @thereaIbanksy: Countries with public officials implicated in the #PanamaPapers tax haven scandal in its 1st 5 hours. https://t.co/or9bI…	País Valencià	04:25:41 04/04/2016
RAFAGALA	RT @lahistoriaec: Javier Molina, mencionado en #panamapapers, da su explicación. Dice que representó a Mossack Fonseca hasta 2011. https://…	ecuador	04:29:38 04/04/2016
SalimSad	RT @infeconomico: Elisa Carrio se sumaría a la iniciativa de formar una Comisión Investigadora del Congreso. #PanamaPapers. https://t.co/Pt…	Buenos Aires	04:39:03 04/04/2016
Bonduran1	Panama Papers : le plus gros scandale d’évasion fiscale de l’histoire - https://t.co/wH0gCOy9Ob	France	04:39:00 04/04/2016
missb62	RT @NutmegRadio: We spent months working on the #PanamaPapers, here's some of what we found https://t.co/GdIK0r1PMX https://t.co/4Z8D3Cwprh	Colorado	04:42:09 04/04/2016
Elecc_Autentica	RT @InfoCifras: Especial: The Panamá Papers -Documentos filtrados – I Parte https://t.co/kGmbcWSEW9 https://t.co/zbQSRS2fax	None	04:31:18 04/04/2016
AlmaAlm12853739	RT @BIBA13081: Flw Pllz 🐦@SuhilaBnLachhab 📷https://t.co/3tOQVYirvx Hear🎧https://t.co/IqVhnbuh9A #panamapapers #SouhilaBenLachheb https://t.…	الجزائر	04:34:07 04/04/2016
darkhoneyshit	RT @Pijamasurf: Panama Papers ¿Quiénes son los nombres involucrados en el pantano financiero? (aquí una lista) https://t.co/p7PgYr2Frg	I'm everywhere. NPTH	04:38:22 04/04/2016
bsrfibe	RT @AKurucan: Dünya  #PanamaLeaks ve #panamapapers konuşuyor….Sanırım Türkiye'de de gündem olur…Sabah ola hayr ola…	İstanbul     Başakşehir	04:34:29 04/04/2016
greekemmy	RT @blumo0n: Where are the narcos? Chinese real estate speculators? #PanamaLeaks	London	04:37:35 04/04/2016
pablomercado77	RT @CasaRosadaAR: El Presidente de la Nación @mauriciomacri con una sociedad off shore sin declarar en Panamá. #corrupcion https://t.co/oCZ…	None	04:38:53 04/04/2016
friendlife4	RT @n4UApple: @ClientesClaro buenas claro Panamá, quisiera saber si ustedes cobran por un chip LTE. Cuales son sus planes de data?	None	15:14:41 25/02/2016
____ENVIED	Panama in 3 weeks. I'm so excited!!	Detroit, MI	15:43:50 25/02/2016
MoMoney__	RT @Dcrain25: This is how spring break is in Panama City Beach #PCB https://t.co/9mCu4LHXuo	(D)MV	15:39:26 25/02/2016
christrodz1	RT @Sin_Pepas: Esto es frente al Miramar. Quién vive aquí? Así se mueven los monarcas por su país! Los nuevos dueños de Panamá! https://t.c…	Panama	15:54:53 25/02/2016
andresysara10	RT @elpais_espana: Marta Ferrusola, esposa del expresidente catalán Jordi Pujol, eludió en Panamá el pago de impuestos andorranos https://t…	None	20:23:06 25/02/2016
PanamaReporta	RT @InternacionalMN: Nacionales: Noriega es trasladado al Imelcf para evaluación médica https://t.co/ejPZyKCmTJ #25Feb #Panamá	Panama	20:53:24 25/02/2016
YanVinicius6	RT @VoceNaoSabiaQ: No Panamá existe uma cidade chamada Boquete. Quem nasce lá, é o que?	None	12:37:18 25/02/2016
botedeltitanic1	Estamos totalmente de acuerdo. Lo mandaron a   Panamá porque habla en castellano supongo. https://t.co/SA7a7R9vQE	None	14:34:32 25/02/2016
omar_sanchez78	50 % porcentaje de venezolanas son explotadas sexualmente en #Panamá https://t.co/wPyojkv2fP https://t.co/N9NXCOx3Wm https://t.co/qFt9XWpw9A	Quantum Leap or Quantum travel	20:14:46 25/02/2016
odariver	RT @NoticieroPanama: Panamá sacó la mejor puntuación y se acerca a la final de Viña del Mar  https://t.co/AFX0r4kMVV https://t.co/PndpRyzHqh	None	20:16:10 25/02/2016
gatitaferoz507	RT @luis_financiero: PRESTAMOS PERSONALES T. 6740-7455 Email: asesorfinancieropty@gmail.com #panama #pty #prestamos https://t.co/FYVGnsgmz0	Panama	16:54:18 27/02/2016
cerdabeto	@vernemexico @el_pais 😂😂😂😂 saludos de un Mexicano desde Panamá!!!	Cd. de Panamá.	16:58:39 27/02/2016
castillolj	RT @NexPanama: Momento cumbre de la noche @Afrodisiaco_507 se trae la gaviota de Plata para Panamá del @elfestival #ViñaNex https://t.co/52…	Panama	17:13:46 27/02/2016
metropan21	RT @laparada507: Se Vende Piezas Para Suburu Nunca Usadas #Panama #PTY https://t.co/gkq0qvgsWg https://t.co/fVVb6BhX3U	Panamá	19:16:53 27/02/2016
qhacerenpanamax	Aprovecha la promo para tu empresa de @campus_creativo expertos en marketing. Tlf: 63145374 #quehacerenpanama https://t.co/f9b1dMPCbO	Panamá	21:00:58 27/02/2016
bibihimmxl	RT @BibisBeauty: Gerade hier angekommen &amp; schon seid ihr dabei!  "PANAMA Room-Tour + Update Umzug / neuen Wohnung" 😜💗  morgen ➡️ 11 Uhr!	Zürich, Schweiz	20:07:54 27/02/2016
Saajidas	#panama #panamanian #saajidaseyebrows #saajidaoquinn #browboss #branding https://t.co/YYa3CFFJdm	325 west 38 th street NY 10018	21:11:15 27/02/2016
PanamaFoodies	#PanamaFoodies ❤ Langostinos picantes 🍤 Spicy shrimp 🍤 crevettes ● https://t.co/wjifIXkH1X ▶ #Foodies #PANAMA #Yum https://t.co/SlOjSYIHjK	Panamá	21:52:49 27/02/2016
marielit02	RT @NiviaRossana: #TodosSomosComunidadEducativa #HablemosDeEducacion Panamá solo avanza educando https://t.co/QMl65orHge vía Panacamara @Jo…	None	15:11:53 02/03/2016
PeterTirschwell	RT @rupertport: @rupertport &amp; @PortMetroVan to stay competitive despite new options like #PanamaCanal due to impressive transit times - Dan…	New York City	17:09:27 02/03/2016
ricky2905	RT @IsabelStMalo: Seguimos fortaleciendo sector educativo, con acuerdo  entre Panamá y Reino Unido para educación técnica y vocacional http…	Panama City, Panama	16:24:15 02/03/2016
DContrarian	RT @bwyker1: How much cargo growth can US East Coast #ports expect from new #Panama locks? Views differ. #TPM2016 @JOC_Updates https://t.co…	Malaysia	17:25:28 02/03/2016
BrittanyWallman	RT @LaurensKids: In the #FL House @MyFLHouse before heading to #PanamaCity to kick of 2016 #WalkinMyShoes! #HopeandHealing #sayfie https://…	Fort Lauderdale, FL	17:45:13 02/03/2016
Briggs00	Panamá es taaaannn pequeñito Jajajajajajajaja!😂🙈	Chiriqui, Panamá	17:46:11 02/03/2016
PanamaEnvios	Compra seguro en otros paises y panama hub express te lo lleva hasta tu casa u oficina https://t.co/mGd9I1Ckee https://t.co/GkkeP5yE5D	None	13:15:51 02/03/2016
PzServicios	Pskloud, Automatice todos los procesos administrativos de su empresa con una inversión mínima  -··▶ https://t.co/USOgWpNapr &gt; #Panamá	Valencia-Carabobo-Venezuela	13:21:22 02/03/2016
AnieStella26	Es mejor el dia si lo empezamos con algo d @haashoficial chicas las quiero un monton porfa vengan a Panamá no c an malas besos!!	Panama	14:11:11 02/03/2016
amsaret	@AlvaroAlvaradoC pregúntale al ministro q va a hacer con los trabajadores filipinos que están laburando en minera Panamá.	Panamá	13:22:38 02/03/2016
LarryBandedUp	RT @_JavhonnTooFlyy: Panama City Finna be so lit 😈😆	KENW23D	13:22:34 02/03/2016
iGotchaMann	I Wish I Could Go To Panama City 😔😇	Living Life With No Regrets ✌	13:32:12 02/03/2016
CancilleriaPma	Panamá y Emiratos Árabes Unidos con potencial para desarrollar alianza estratégica en asistencia humanitaria. https://t.co/VJISMZoyNb	Palacio Bolívar,  Panamá	14:41:01 02/03/2016
onlyrosespana	@mercadeo507 saludos online2646815 mi gente somos #floristeria24horas #PANAMÁ #ArreglosFlorales… https://t.co/SyLr5iu1Sm	PANAMA    WhatsApp   67751514	14:50:52 02/03/2016
skippy_louis	#MakePanamaGreatAgain https://t.co/rtWjzEwNWX	None	16:00:10 02/03/2016
bestraveler	https://t.co/XDiXooc0sV How powerful is your passport? / ¿Qué tan fuerte es su pasaporte? #travel #Passport #Viajes #Pasaporte #Panama	Chicago, IL	23:12:26 02/03/2016
Bo_Harris21	Can't wait till Panama with my real niggas	San Diego, CA ✈️ Rome, GA 	23:12:14 02/03/2016
metropan222	RT @tvnnoticias: #Nacionales: Se incrementan los casos de pornografía infantil en Panamá. Más en https://t.co/9StQ9JHImE https://t.co/AUr7J…	None	23:16:50 02/03/2016
CristobalSilva3	Será este mensaje para el Pdente de Panamá? https://t.co/uj5gF7N6Z4	Ciudad de Panamá 	23:56:44 02/03/2016
conociendocuba	Comité Olímpico Internacional crea un equipo de deportistas refugiados para los Juegos de... https://t.co/1BsDv0auFp #cuba #miami #panama	Panamá 	19:05:38 02/03/2016
BEAUTlFULEarth	Panama City, Panama https://t.co/bmnaG7kpJv	None	19:09:32 02/03/2016
Djking507	#NEW #PANAMAHIPHOP @thonySABANA - Out Of Control #DOWNLOAD https://t.co/AkmJs93e4L	In street	18:30:31 02/03/2016
RTnoticiasPTY	RT MiDiarioPanama: RT JoseGonzalezPin: Comienza carrera por la rectoría de la Universidad de Panamá https://t.co/xs7aII3uQx vía prensacom …	Panamá	19:22:57 02/03/2016
JPaulitsch	RT @BibisBeauty: Treffen jetzt gleich die Mina, eine Zuschauerin hier aus Panama 😮  WOW, freue mich so, sie kennenzulernen 😊🌍	None	19:46:34 02/03/2016
caredu20	RT @LufthansaLatina: #LHTakeoffPanama Carsten Spohr Presidente de la Junta Ejecutiva y Director Ejecutivo de Lufthansa abre la nueva ruta h…	Panamá	00:19:43 03/03/2016
AneldoArosemena	Panamá firmó la "Convención Interamericana contra La Tortura y Otros Tratos Degradantes", fácil le viene otra denuncia ante la CIDH caso JRM	None	00:36:57 03/03/2016
PanamaReporta	RT @SafaricksZoo: Guacamayas en Panama #PTY #Panama https://t.co/tsPp6bdG6Z https://t.co/skgK8lmuCl	Panama	01:03:46 03/03/2016
Fitnation21	@VarskySports Justicia: MARTHA SANCHEZ, ESTAFADORA en MIAMI #Doral con dólares y envíos a #Venezuela #Panama https://t.co/eUM1jggav4	None	01:05:47 03/03/2016
BibisKathi	RT @JencoHanna: ich wünsche euch einen wunderschönen Abend in Panama ! @BibisBeauty @julienco_ ❤	Köln	22:38:23 02/03/2016
CanalDeBoxeo	David Lobo, Greivin López y Fredy Fonseca en duelo boxístico Costa Rica vs Panamá: David Lobo, Greivin López y... https://t.co/ikVF39qgOB	Estados Unidos	22:45:30 02/03/2016
Herreranos	RT @pandeportes: SIGUE LA LUCHA. Hoy tercer partido de la final, Panamá Metro recibe a Herrera en el Justino Salinas. No faltes. https://t.…	Herrera, Panamá	22:42:47 02/03/2016
KR2013LDN	#onthisday 1975;Roberto Duran @robertoduranbox KO's Ray Lampkin in the 14th round to defend his LW title in Panama. https://t.co/58fSMN5HZT	London	22:52:52 02/03/2016
cameror1	#sinceridad #quesueltenatony #defrentepanama https://t.co/tUeSnqgBJ6	None	04:15:21 02/03/2016
CatiFerrari	Pablo Alborán en Panamá.. Mi vida esta completa	Panama	04:18:14 02/03/2016
Jay_Sanin	@nickjma we need to bring Waffle House to Panama	Suplex City (Albany, NY)	02:36:53 02/03/2016
ItemEnding	Russian Soviet Frontier KGB Panama Camo Hat https://t.co/gdVNmkFCPz https://t.co/v2EH2hqb7L	None	04:37:12 02/03/2016
ELPRODUCTOR_08	RT @InmigrantesPTY: ¿Ya conoces la Panabox de @bmcargopanama? Es lo mejor para enviar de Panamá a Venezuela https://t.co/18sytgZY8q	VENEZUELA	03:37:36 02/03/2016
gamy_74	RT @AviorAirlines: A partir del 7 de marzo saldrán vuelos de Caracas hacia Panamá. Boletos desde 143.288,29 Bs. Para mayor información al &gt;…	None	03:34:30 02/03/2016
lalistadeluchi	#SigueA ferias_cciap 😉 EXPOCOMER, la vitrina comercial de Panamá ante el mundo celebra su… https://t.co/fz5PEAIre2	 Panamá	02:43:01 02/03/2016
TReporta	Diputados recibirán el lunes informe de aspirantes a Defensor del Pueblo https://t.co/WNluzwymgC #Panamá https://t.co/uxA6YEti4s	#Panamá	03:45:18 02/03/2016
taxhavensnews	Panama issues statement taking umbrage at being called a tax have... - MaltaToday https://t.co/N52nO1q28n	None	11:05:36 02/03/2016
sweet_pepper_g	#panama507 #pty #pty507 #panama Nuestro Menú del dia de Hoy 02 de Marzo, Venga y Disfrute de la… https://t.co/B8bAmQBESL	Av. 5ta B. Sur Panamá	12:19:54 02/03/2016
panama_quepasa	@CastaliaPascual en panama se violan los derechos de todos!! Los prisioneros son unos mas del caos q vive el pais.	None	12:34:42 02/03/2016
CholoMatrero	Aerolínea VivaColombia reconoce que no le está resultando rentable volar a Panamá https://t.co/f5XCddWTQo vía @americaeconomia	Alcalde Díaz - Panamá	12:47:41 02/03/2016
TravelPanamaNew	Buenos días Panamá! #Panamá #followback #VisitPanama	None	12:00:04 02/03/2016
larissa28202	RT @viviana_maelis: PANAMA 😏😎 ✌@villawolfsnap #KCA #VotaSebastianVillalobos	None	04:42:59 02/03/2016
moodnecaliyor	Panama Wedding - All Of The People | #nowplaying	İstanbul/Türkiye	01:34:48 02/03/2016
MichelChain	RT @on_off_sports: #mercadodemariscos #cintacostera #cintacostera3 #panama703 #panama703ironman #triathlon #cervelo… https://t.co/5WnpB0Zi2N	MEXICO	02:27:59 02/03/2016
mcuadra05	Aquí información de entradas para el partido Panamá vs Argentina en el #SoldierField en Chicago https://t.co/UUsS9pupzV @Carrusel_Radio	Panamá	18:00:52 01/03/2016
metropan222	RT @jcc_pty: Escucha música católica @ La Chorrera, Panamá Oeste https://t.co/QAWRYAQH43	None	19:17:30 01/03/2016
HaAsh_Pma	@HaAshEsp @QuemecuentasFM en sintonía desde Panamá🇵🇦 Saludos!	Panamá	18:35:38 01/03/2016
RobertoEnriqe	Cuándo será que @rmartinelli regrese a Panamá, la patria te necesita un presidente 🤔🤔	None	19:34:28 01/03/2016
yokastamaysin	RT @TReporta: VÍDEO| Moradores de Arraiján molestos por sistema de pago de Aseo Capital https://t.co/FPaOo9Gzhk #Panamá https://t.co/HzFm6i…	Panamá	20:05:02 01/03/2016
